#Variables:
#tasmax_CCSM4_historical(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 37.3438 Latitude, -79.8438 Longitude (closest value to Latitude:37.3145, Longitude:-79.8181) "
#Original Data File(s):
#macav2livneh_tasmax_CCSM4_r6i1p1_historical_1950_2005_CONUS_daily_aggregated.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_CCSM4_historical(K)"
1960-06-01,293.461914
1960-06-02,290.434235
1960-06-03,292.553314
1960-06-04,291.549469
1960-06-05,291.385193
1960-06-06,296.574615
1960-06-07,297.605011
1960-06-08,301.901520
1960-06-09,301.977264
1960-06-10,302.756348
1960-06-11,304.727112
1960-06-12,303.502594
1960-06-13,303.370117
1960-06-14,303.664978
1960-06-15,301.851715
1960-06-16,299.317627
1960-06-17,297.326538
1960-06-18,300.265594
1960-06-19,297.694794
1960-06-20,301.662018
1960-06-21,304.713135
1960-06-22,303.560638
1960-06-23,303.510529
1960-06-24,304.973572
1960-06-25,301.576691
1960-06-26,303.822021
1960-06-27,304.406403
1960-06-28,304.807709
1960-06-29,303.375610
1960-06-30,299.845947
1960-07-01,299.934540
1960-07-02,302.754211
1960-07-03,302.717590
1960-07-04,300.730591
1960-07-05,302.622162
1960-07-06,303.930542
1960-07-07,303.476624
1960-07-08,301.613708
1960-07-09,299.387604
1960-07-10,295.220062
1960-07-11,297.903473
1960-07-12,299.365479
1960-07-13,299.391571
1960-07-14,303.372009
1960-07-15,299.005585
1960-07-16,299.299011
1960-07-17,303.134399
1960-07-18,304.311157
1960-07-19,303.611176
1960-07-20,301.875885
1960-07-21,305.404877
1960-07-22,304.303040
1960-07-23,303.580353
1960-07-24,305.001495
1960-07-25,304.053375
1960-07-26,301.430267
1960-07-27,302.469025
1960-07-28,303.168640
1960-07-29,304.651947
1960-07-30,303.287659
1960-07-31,299.400787
1960-08-01,296.406281
1960-08-02,299.209747
1960-08-03,300.627625
1960-08-04,304.500122
1960-08-05,301.458099
1960-08-06,303.085510
1960-08-07,300.493469
1960-08-08,303.769897
1960-08-09,300.069916
1960-08-10,297.984802
1960-08-11,298.768768
1960-08-12,298.496735
1960-08-13,298.050110
1960-08-14,295.978149
1960-08-15,300.500702
1960-08-16,301.737427
1960-08-17,301.998627
1960-08-18,302.908844
1960-08-19,303.562561
1960-08-20,303.466339
1960-08-21,306.454651
1960-08-22,306.938538
1960-08-23,305.524689
1960-08-24,304.442078
1960-08-25,302.681549
1960-08-26,304.946228
1960-08-27,305.383026
1960-08-28,302.832886
1960-08-29,303.584778
1960-08-30,303.035004
1960-08-31,302.676880
1960-09-01,299.294220
1960-09-02,300.836914
1960-09-03,300.413208
1960-09-04,306.051361
1960-09-05,301.078766
1960-09-06,299.301575
1960-09-07,300.579498
1960-09-08,299.706848
1960-09-09,301.561707
1960-09-10,302.540070
1960-09-11,296.774292
1960-09-12,301.836334
1960-09-13,301.858826
1960-09-14,305.132599
1960-09-15,303.625366
1960-09-16,303.519714
1960-09-17,302.203278
1960-09-18,297.799255
1960-09-19,294.955475
1960-09-20,302.430328
1960-09-21,300.423981
1960-09-22,298.245148
1960-09-23,299.284882
1960-09-24,300.630402
1960-09-25,295.263947
1960-09-26,293.460724
1960-09-27,294.741852
1960-09-28,297.858337
1960-09-29,298.998901
1960-09-30,303.929108
1960-10-01,301.549988
1960-10-02,301.912323
1960-10-03,294.541412
1960-10-04,286.411774
1960-10-05,289.357910
1960-10-06,287.425140
1960-10-07,288.353210
1960-10-08,288.592377
1960-10-09,289.718353
1960-10-10,293.526062
1960-10-11,295.596527
1960-10-12,294.343353
1960-10-13,290.376984
1960-10-14,294.523682
1960-10-15,294.400726
1960-10-16,294.362518
1960-10-17,286.902161
1960-10-18,292.231659
1960-10-19,294.554230
1960-10-20,295.275665
1960-10-21,290.355682
1960-10-22,292.239014
1960-10-23,297.416992
1960-10-24,294.885925
1960-10-25,296.982697
1960-10-26,288.541107
1960-10-27,285.768097
1960-10-28,291.212982
1960-10-29,285.404083
1960-10-30,288.520447
1960-10-31,292.570740
1960-11-01,293.362091
1960-11-02,283.266449
1960-11-03,285.262817
1960-11-04,280.090851
1960-11-05,288.879303
1960-11-06,290.574005
1960-11-07,295.297272
1960-11-08,295.562012
1960-11-09,288.531525
1960-11-10,282.696472
1960-11-11,280.603760
1960-11-12,277.517700
1960-11-13,280.032074
1960-11-14,288.646454
1960-11-15,288.472046
1960-11-16,290.705811
1960-11-17,282.786346
1960-11-18,283.778839
1960-11-19,284.239380
1960-11-20,278.700073
1960-11-21,284.192932
1960-11-22,281.634766
1960-11-23,278.716095
1960-11-24,276.006073
1960-11-25,280.200043
1960-11-26,281.960480
1960-11-27,284.680664
1960-11-28,284.050507
1960-11-29,294.021393
1960-11-30,287.976776
1960-12-01,280.537598
1960-12-02,279.319763
1960-12-03,276.166718
1960-12-04,294.034943
1960-12-05,280.483124
1960-12-06,276.249817
1960-12-07,276.018372
1960-12-08,273.067871
1960-12-09,272.093079
1960-12-10,274.963196
1960-12-11,276.299988
1960-12-12,274.028534
1960-12-13,281.768768
1960-12-14,282.285858
1960-12-15,278.986176
1960-12-16,280.947845
1960-12-17,284.021301
1960-12-18,287.956573
1960-12-19,291.068237
1960-12-20,280.757568
1960-12-21,270.825470
1960-12-22,270.022461
1960-12-23,278.283966
1960-12-24,284.169403
1960-12-25,290.668518
1960-12-26,291.910797
1960-12-27,290.929443
1960-12-28,280.216278
1960-12-29,286.027313
1960-12-30,288.010864
1960-12-31,279.576141
1961-01-01,275.953217
1961-01-02,280.175690
1961-01-03,277.562225
1961-01-04,279.461853
1961-01-05,275.307617
1961-01-06,278.132080
1961-01-07,277.467926
1961-01-08,277.142273
1961-01-09,280.030609
1961-01-10,284.775635
1961-01-11,291.187439
1961-01-12,297.581604
1961-01-13,284.048676
1961-01-14,287.062531
1961-01-15,294.880188
1961-01-16,286.594910
1961-01-17,281.860596
1961-01-18,281.210571
1961-01-19,277.538910
1961-01-20,275.610992
1961-01-21,280.098511
1961-01-22,282.776703
1961-01-23,290.251404
1961-01-24,288.894379
1961-01-25,293.413483
1961-01-26,291.448273
1961-01-27,284.242767
1961-01-28,285.925201
1961-01-29,281.585419
1961-01-30,282.778900
1961-01-31,283.563446
1961-02-01,287.054901
1961-02-02,281.794495
1961-02-03,284.647003
1961-02-04,281.742462
1961-02-05,280.078522
1961-02-06,279.742981
1961-02-07,286.398682
1961-02-08,286.473785
1961-02-09,284.788086
1961-02-10,283.541840
1961-02-11,283.547363
1961-02-12,280.655029
1961-02-13,281.902039
1961-02-14,285.590240
1961-02-15,286.112457
1961-02-16,285.457703
1961-02-17,280.298035
1961-02-18,284.846222
1961-02-19,287.942993
1961-02-20,280.256561
1961-02-21,277.035797
1961-02-22,281.369598
1961-02-23,284.207703
1961-02-24,277.252411
1961-02-25,278.389252
1961-02-26,281.493103
1961-02-27,274.224213
1961-02-28,270.710876
1961-03-01,274.424347
1961-03-02,276.852997
1961-03-03,278.185486
1961-03-04,281.262299
1961-03-05,281.903198
1961-03-06,277.013397
1961-03-07,285.334473
1961-03-08,281.621979
1961-03-09,280.319458
1961-03-10,282.428101
1961-03-11,279.636414
1961-03-12,280.277588
1961-03-13,279.518188
1961-03-14,280.682037
1961-03-15,290.118195
1961-03-16,291.582916
1961-03-17,284.461212
1961-03-18,281.073944
1961-03-19,284.214050
1961-03-20,280.273407
1961-03-21,284.959106
1961-03-22,277.037079
1961-03-23,278.625061
1961-03-24,276.598480
1961-03-25,284.442688
1961-03-26,282.630676
1961-03-27,291.175903
1961-03-28,286.428741
1961-03-29,292.251984
1961-03-30,285.718201
1961-03-31,290.649933
1961-04-01,292.400574
1961-04-02,291.817749
1961-04-03,286.252350
1961-04-04,293.723450
1961-04-05,293.901093
1961-04-06,292.189026
1961-04-07,289.651489
1961-04-08,291.260590
1961-04-09,295.153412
1961-04-10,291.282532
1961-04-11,292.282593
1961-04-12,289.315277
1961-04-13,291.983826
1961-04-14,291.826599
1961-04-15,287.398346
1961-04-16,294.190063
1961-04-17,294.462189
1961-04-18,294.290070
1961-04-19,298.971497
1961-04-20,294.363129
1961-04-21,285.158752
1961-04-22,287.125488
1961-04-23,292.073853
1961-04-24,296.247040
1961-04-25,294.313141
1961-04-26,296.892212
1961-04-27,299.909058
1961-04-28,294.467712
1961-04-29,291.223175
1961-04-30,297.109222
1961-05-01,300.253845
1961-05-02,291.337555
1961-05-03,300.235046
1961-05-04,291.307220
1961-05-05,292.494659
1961-05-06,296.127594
1961-05-07,299.450104
1961-05-08,298.813232
1961-05-09,295.291321
1961-05-10,301.404968
1961-05-11,296.733734
1961-05-12,298.259338
1961-05-13,299.055359
1961-05-14,294.061829
1961-05-15,295.559845
1961-05-16,300.169617
1961-05-17,297.860809
1961-05-18,301.032318
1961-05-19,298.574310
1961-05-20,287.849243
1961-05-21,294.704559
1961-05-22,298.698090
1961-05-23,300.198395
1961-05-24,294.052094
1961-05-25,294.027832
1961-05-26,298.021332
1961-05-27,303.050812
1961-05-28,302.206879
1961-05-29,300.917023
1961-05-30,302.688446
1961-05-31,304.203400
1961-06-01,304.138763
1961-06-02,297.356995
1961-06-03,299.026733
1961-06-04,300.983093
1961-06-05,303.536835
1961-06-06,304.734497
1961-06-07,300.946320
1961-06-08,296.634186
1961-06-09,300.535095
1961-06-10,301.121552
1961-06-11,300.140289
1961-06-12,297.006958
1961-06-13,301.536041
1961-06-14,298.745361
1961-06-15,303.767151
1961-06-16,296.286072
1961-06-17,296.353790
1961-06-18,296.645813
1961-06-19,298.412323
1961-06-20,298.872894
1961-06-21,299.153137
1961-06-22,299.310242
1961-06-23,300.040955
1961-06-24,299.773895
1961-06-25,299.166412
1961-06-26,300.850983
1961-06-27,296.482056
1961-06-28,302.349701
1961-06-29,303.966034
1961-06-30,300.330170
1961-07-01,302.723480
1961-07-02,302.074127
1961-07-03,300.579163
1961-07-04,300.642151
1961-07-05,301.146362
1961-07-06,300.265900
1961-07-07,302.993561
1961-07-08,305.126282
1961-07-09,305.886597
1961-07-10,302.307678
1961-07-11,303.603210
1961-07-12,307.628967
1961-07-13,306.034607
1961-07-14,304.459595
1961-07-15,305.730804
1961-07-16,304.868530
1961-07-17,305.576172
1961-07-18,306.016541
1961-07-19,305.028625
1961-07-20,305.199371
1961-07-21,301.842987
1961-07-22,304.323822
1961-07-23,305.024933
1961-07-24,306.526093
1961-07-25,305.372620
1961-07-26,302.638153
1961-07-27,292.217987
1961-07-28,304.151123
1961-07-29,303.813873
1961-07-30,304.663239
1961-07-31,302.237671
1961-08-01,299.579010
1961-08-02,295.249695
1961-08-03,298.679230
1961-08-04,302.787018
1961-08-05,303.940674
1961-08-06,299.866058
1961-08-07,299.876068
1961-08-08,300.319000
1961-08-09,301.557404
1961-08-10,295.553467
1961-08-11,302.176178
1961-08-12,304.470001
1961-08-13,303.602356
1961-08-14,302.485229
1961-08-15,299.753754
1961-08-16,303.360260
1961-08-17,304.301636
1961-08-18,304.511078
1961-08-19,305.371948
1961-08-20,306.294739
1961-08-21,307.130890
1961-08-22,306.478302
1961-08-23,304.606140
1961-08-24,303.554077
1961-08-25,303.513580
1961-08-26,305.956329
1961-08-27,305.681244
1961-08-28,305.440613
1961-08-29,306.456757
1961-08-30,306.205811
1961-08-31,305.030792
1961-09-01,303.516296
1961-09-02,303.858185
1961-09-03,302.480286
1961-09-04,298.751282
1961-09-05,300.769989
1961-09-06,303.421753
1961-09-07,304.436707
1961-09-08,301.687988
1961-09-09,303.179688
1961-09-10,301.936798
1961-09-11,301.534271
1961-09-12,302.004272
1961-09-13,299.410767
1961-09-14,301.741791
1961-09-15,303.586670
1961-09-16,302.010834
1961-09-17,296.349060
1961-09-18,296.831726
1961-09-19,292.330627
1961-09-20,288.349396
1961-09-21,291.668945
1961-09-22,295.260284
1961-09-23,295.855164
1961-09-24,293.936249
1961-09-25,293.919861
1961-09-26,295.151581
1961-09-27,291.562988
1961-09-28,297.306976
1961-09-29,303.122101
1961-09-30,301.444427
1961-10-01,302.427002
1961-10-02,303.712128
1961-10-03,303.334656
1961-10-04,290.281799
1961-10-05,287.319336
1961-10-06,286.737915
1961-10-07,288.348450
1961-10-08,295.184540
1961-10-09,297.177887
1961-10-10,295.833252
1961-10-11,292.033447
1961-10-12,296.748657
1961-10-13,298.142456
1961-10-14,298.247894
1961-10-15,292.424500
1961-10-16,286.985870
1961-10-17,285.794678
1961-10-18,286.743103
1961-10-19,290.865295
1961-10-20,290.040253
1961-10-21,291.314056
1961-10-22,288.889862
1961-10-23,288.579651
1961-10-24,291.158508
1961-10-25,290.906738
1961-10-26,292.597748
1961-10-27,292.838806
1961-10-28,292.295624
1961-10-29,289.522949
1961-10-30,289.880829
1961-10-31,283.683380
1961-11-01,292.991943
1961-11-02,290.875305
1961-11-03,285.178955
1961-11-04,283.796478
1961-11-05,282.175476
1961-11-06,279.459167
1961-11-07,284.347443
1961-11-08,287.418823
1961-11-09,289.863068
1961-11-10,284.545959
1961-11-11,284.388733
1961-11-12,290.755096
1961-11-13,292.259644
1961-11-14,292.016876
1961-11-15,290.279419
1961-11-16,283.454193
1961-11-17,279.911438
1961-11-18,278.016907
1961-11-19,275.113953
1961-11-20,277.088074
1961-11-21,282.882446
1961-11-22,290.599274
1961-11-23,293.450195
1961-11-24,291.146240
1961-11-25,283.827271
1961-11-26,282.351990
1961-11-27,281.352753
1961-11-28,280.210236
1961-11-29,278.161652
1961-11-30,284.741241
1961-12-01,291.551056
1961-12-02,286.534668
1961-12-03,284.946350
1961-12-04,289.124146
1961-12-05,291.127472
1961-12-06,281.189331
1961-12-07,277.155060
1961-12-08,275.741394
1961-12-09,279.544891
1961-12-10,282.867920
1961-12-11,285.125549
1961-12-12,287.645050
1961-12-13,282.604126
1961-12-14,284.587738
1961-12-15,283.702362
1961-12-16,286.212311
1961-12-17,278.581329
1961-12-18,276.745972
1961-12-19,279.664642
1961-12-20,288.326935
1961-12-21,287.369415
1961-12-22,285.371552
1961-12-23,284.276123
1961-12-24,278.941315
1961-12-25,271.494263
1961-12-26,278.769257
1961-12-27,276.133545
1961-12-28,274.753998
1961-12-29,271.313599
1961-12-30,269.458282
1961-12-31,272.878052
1962-01-01,277.130066
1962-01-02,279.423340
1962-01-03,278.210052
1962-01-04,277.162903
1962-01-05,279.306305
1962-01-06,287.176361
1962-01-07,284.055206
1962-01-08,282.845032
1962-01-09,285.029114
1962-01-10,279.481995
1962-01-11,284.376587
1962-01-12,286.728455
1962-01-13,286.939758
1962-01-14,281.513153
1962-01-15,277.863617
1962-01-16,279.240906
1962-01-17,279.653046
1962-01-18,277.993317
1962-01-19,275.786224
1962-01-20,274.764496
1962-01-21,277.045288
1962-01-22,277.134308
1962-01-23,271.796783
1962-01-24,274.438080
1962-01-25,282.415253
1962-01-26,280.695557
1962-01-27,284.299561
1962-01-28,287.613434
1962-01-29,289.058289
1962-01-30,285.124847
1962-01-31,278.959351
1962-02-01,274.737671
1962-02-02,286.602539
1962-02-03,279.732910
1962-02-04,272.807831
1962-02-05,275.474823
1962-02-06,282.717407
1962-02-07,280.040283
1962-02-08,279.528717
1962-02-09,275.796844
1962-02-10,277.656158
1962-02-11,273.226562
1962-02-12,272.780365
1962-02-13,273.882141
1962-02-14,273.972565
1962-02-15,277.014374
1962-02-16,279.283844
1962-02-17,280.135284
1962-02-18,276.731384
1962-02-19,283.627319
1962-02-20,287.478790
1962-02-21,289.203735
1962-02-22,287.037109
1962-02-23,284.010010
1962-02-24,283.738129
1962-02-25,282.953888
1962-02-26,287.909607
1962-02-27,289.248260
1962-02-28,291.346161
1962-03-01,282.689697
1962-03-02,283.262512
1962-03-03,279.310211
1962-03-04,285.859283
1962-03-05,282.974762
1962-03-06,293.665802
1962-03-07,291.330292
1962-03-08,295.782898
1962-03-09,292.766937
1962-03-10,297.527069
1962-03-11,292.481049
1962-03-12,285.402069
1962-03-13,279.709564
1962-03-14,281.636749
1962-03-15,281.785217
1962-03-16,283.583496
1962-03-17,289.096588
1962-03-18,286.226898
1962-03-19,290.755676
1962-03-20,290.834045
1962-03-21,294.447937
1962-03-22,289.108490
1962-03-23,290.478668
1962-03-24,292.435730
1962-03-25,289.345764
1962-03-26,294.694489
1962-03-27,288.912750
1962-03-28,288.002411
1962-03-29,286.728241
1962-03-30,281.097137
1962-03-31,296.513580
1962-04-01,294.113770
1962-04-02,294.837982
1962-04-03,295.550262
1962-04-04,294.905731
1962-04-05,287.679657
1962-04-06,278.160614
1962-04-07,279.702667
1962-04-08,281.220276
1962-04-09,281.059631
1962-04-10,285.622284
1962-04-11,292.308380
1962-04-12,296.760803
1962-04-13,298.265839
1962-04-14,289.715607
1962-04-15,291.025146
1962-04-16,293.983215
1962-04-17,295.495941
1962-04-18,287.653625
1962-04-19,284.534912
1962-04-20,292.634155
1962-04-21,290.676788
1962-04-22,293.667145
1962-04-23,297.232330
1962-04-24,299.848541
1962-04-25,298.272797
1962-04-26,295.462524
1962-04-27,299.315979
1962-04-28,294.125275
1962-04-29,290.519318
1962-04-30,296.897736
1962-05-01,291.224792
1962-05-02,297.372070
1962-05-03,296.011139
1962-05-04,295.600372
1962-05-05,294.343353
1962-05-06,294.127167
1962-05-07,300.851807
1962-05-08,301.809570
1962-05-09,299.237396
1962-05-10,301.695648
1962-05-11,297.304352
1962-05-12,296.492310
1962-05-13,299.095673
1962-05-14,296.459869
1962-05-15,296.327789
1962-05-16,297.393280
1962-05-17,297.520172
1962-05-18,293.548920
1962-05-19,291.972137
1962-05-20,294.584320
1962-05-21,296.010895
1962-05-22,294.388916
1962-05-23,291.164551
1962-05-24,294.575500
1962-05-25,297.402100
1962-05-26,298.396454
1962-05-27,298.508514
1962-05-28,301.163513
1962-05-29,303.267578
1962-05-30,301.996185
1962-05-31,300.661682
1962-06-01,295.210632
1962-06-02,295.188507
1962-06-03,291.588318
1962-06-04,293.873138
1962-06-05,296.702057
1962-06-06,297.298126
1962-06-07,298.938751
1962-06-08,302.141602
1962-06-09,301.647827
1962-06-10,306.069214
1962-06-11,304.885803
1962-06-12,303.794189
1962-06-13,303.182953
1962-06-14,305.059082
1962-06-15,303.996613
1962-06-16,304.025024
1962-06-17,303.921295
1962-06-18,303.698029
1962-06-19,302.836487
1962-06-20,303.789032
1962-06-21,303.575958
1962-06-22,302.760742
1962-06-23,297.416534
1962-06-24,298.547241
1962-06-25,301.958649
1962-06-26,302.617584
1962-06-27,300.077820
1962-06-28,305.870087
1962-06-29,306.303619
1962-06-30,307.378326
1962-07-01,303.534424
1962-07-02,305.837524
1962-07-03,299.514069
1962-07-04,301.117096
1962-07-05,299.483765
1962-07-06,301.854401
1962-07-07,301.934174
1962-07-08,302.399872
1962-07-09,301.843719
1962-07-10,298.880127
1962-07-11,303.220001
1962-07-12,304.916412
1962-07-13,302.795135
1962-07-14,299.940155
1962-07-15,298.024750
1962-07-16,299.100220
1962-07-17,300.258087
1962-07-18,302.910522
1962-07-19,300.550964
1962-07-20,298.939941
1962-07-21,302.549957
1962-07-22,300.634277
1962-07-23,302.921539
1962-07-24,303.914886
1962-07-25,297.511688
1962-07-26,301.969299
1962-07-27,302.538910
1962-07-28,304.414490
1962-07-29,305.832306
1962-07-30,305.122192
1962-07-31,300.499023
1962-08-01,299.275360
1962-08-02,304.447906
1962-08-03,305.802185
1962-08-04,302.254059
1962-08-05,302.364655
1962-08-06,304.119019
1962-08-07,304.645050
1962-08-08,306.598907
1962-08-09,305.629883
1962-08-10,304.833679
1962-08-11,303.670746
1962-08-12,298.994995
1962-08-13,302.097443
1962-08-14,303.888824
1962-08-15,299.251709
1962-08-16,297.901031
1962-08-17,293.213165
1962-08-18,297.309448
1962-08-19,300.933868
1962-08-20,301.730072
1962-08-21,300.171387
1962-08-22,299.502960
1962-08-23,298.437164
1962-08-24,295.376404
1962-08-25,300.801453
1962-08-26,299.567810
1962-08-27,298.720581
1962-08-28,295.987335
1962-08-29,299.566620
1962-08-30,299.357574
1962-08-31,301.693542
1962-09-01,299.939148
1962-09-02,299.283691
1962-09-03,299.915070
1962-09-04,299.278748
1962-09-05,299.113251
1962-09-06,296.352264
1962-09-07,295.736603
1962-09-08,297.093567
1962-09-09,296.332947
1962-09-10,294.304321
1962-09-11,299.041656
1962-09-12,296.752167
1962-09-13,298.185791
1962-09-14,299.663666
1962-09-15,298.646301
1962-09-16,297.577942
1962-09-17,300.736450
1962-09-18,292.022980
1962-09-19,287.673523
1962-09-20,293.963562
1962-09-21,289.526062
1962-09-22,294.074036
1962-09-23,296.036438
1962-09-24,294.211243
1962-09-25,290.229492
1962-09-26,293.325500
1962-09-27,296.432312
1962-09-28,296.549744
1962-09-29,297.593048
1962-09-30,297.087128
1962-10-01,295.872040
1962-10-02,296.039856
1962-10-03,293.050507
1962-10-04,295.674835
1962-10-05,296.202484
1962-10-06,291.869843
1962-10-07,290.388367
1962-10-08,291.782074
1962-10-09,291.260498
1962-10-10,290.251129
1962-10-11,292.873566
1962-10-12,292.168976
1962-10-13,290.910645
1962-10-14,288.731598
1962-10-15,286.383972
1962-10-16,282.478210
1962-10-17,288.495636
1962-10-18,287.620911
1962-10-19,282.965057
1962-10-20,290.318420
1962-10-21,287.895142
1962-10-22,286.198761
1962-10-23,283.885620
1962-10-24,285.007599
1962-10-25,284.992828
1962-10-26,289.886932
1962-10-27,289.996765
1962-10-28,285.319183
1962-10-29,291.815948
1962-10-30,288.273834
1962-10-31,294.065277
1962-11-01,288.559204
1962-11-02,284.575104
1962-11-03,284.057953
1962-11-04,289.723724
1962-11-05,294.183380
1962-11-06,295.295074
1962-11-07,295.019623
1962-11-08,291.553162
1962-11-09,286.040405
1962-11-10,296.872467
1962-11-11,295.308563
1962-11-12,292.200745
1962-11-13,296.886078
1962-11-14,291.093414
1962-11-15,285.722992
1962-11-16,291.699463
1962-11-17,295.680634
1962-11-18,280.620270
1962-11-19,290.434387
1962-11-20,289.495972
1962-11-21,278.664764
1962-11-22,285.563324
1962-11-23,285.592010
1962-11-24,283.240936
1962-11-25,285.500244
1962-11-26,288.308594
1962-11-27,285.965179
1962-11-28,279.350983
1962-11-29,278.104309
1962-11-30,283.884796
1962-12-01,281.886505
1962-12-02,278.943024
1962-12-03,283.345123
1962-12-04,276.382446
1962-12-05,272.136292
1962-12-06,275.224487
1962-12-07,270.327454
1962-12-08,276.597992
1962-12-09,279.122070
1962-12-10,277.114136
1962-12-11,286.153595
1962-12-12,281.288544
1962-12-13,290.990173
1962-12-14,287.892334
1962-12-15,276.539246
1962-12-16,275.263092
1962-12-17,274.299835
1962-12-18,278.200317
1962-12-19,282.529266
1962-12-20,279.750488
1962-12-21,285.955017
1962-12-22,283.921112
1962-12-23,288.199066
1962-12-24,296.065002
1962-12-25,293.475037
1962-12-26,286.609131
1962-12-27,287.161163
1962-12-28,291.504517
1962-12-29,293.151062
1962-12-30,281.684326
1962-12-31,276.268280
1963-01-01,276.045563
1963-01-02,278.649872
1963-01-03,276.527954
1963-01-04,276.139709
1963-01-05,282.080414
1963-01-06,280.584106
1963-01-07,277.497192
1963-01-08,282.349915
1963-01-09,280.954407
1963-01-10,286.240967
1963-01-11,281.118927
1963-01-12,276.442078
1963-01-13,277.446564
1963-01-14,275.123627
1963-01-15,276.398315
1963-01-16,286.167450
1963-01-17,277.397064
1963-01-18,275.202789
1963-01-19,278.341370
1963-01-20,284.124908
1963-01-21,290.604126
1963-01-22,278.650604
1963-01-23,277.580200
1963-01-24,274.662781
1963-01-25,283.412537
1963-01-26,284.213409
1963-01-27,284.462860
1963-01-28,281.248596
1963-01-29,284.269867
1963-01-30,282.866760
1963-01-31,287.794952
1963-02-01,291.443359
1963-02-02,289.463776
1963-02-03,286.743317
1963-02-04,286.989136
1963-02-05,287.351349
1963-02-06,276.428528
1963-02-07,272.797852
1963-02-08,270.473267
1963-02-09,272.335236
1963-02-10,279.736603
1963-02-11,273.316467
1963-02-12,273.088440
1963-02-13,277.914062
1963-02-14,280.666107
1963-02-15,284.462036
1963-02-16,290.980133
1963-02-17,288.407837
1963-02-18,283.703156
1963-02-19,285.325500
1963-02-20,288.161163
1963-02-21,291.254425
1963-02-22,285.360535
1963-02-23,286.208618
1963-02-24,288.117523
1963-02-25,287.620117
1963-02-26,291.750397
1963-02-27,297.298431
1963-02-28,296.862854
1963-03-01,294.484344
1963-03-02,289.183746
1963-03-03,284.695282
1963-03-04,297.824829
1963-03-05,294.310181
1963-03-06,295.245209
1963-03-07,289.037140
1963-03-08,275.519836
1963-03-09,274.116211
1963-03-10,279.564392
1963-03-11,275.115387
1963-03-12,279.857574
1963-03-13,288.827209
1963-03-14,294.164886
1963-03-15,282.378174
1963-03-16,280.120697
1963-03-17,287.241669
1963-03-18,289.258301
1963-03-19,292.008270
1963-03-20,288.866974
1963-03-21,291.570526
1963-03-22,293.713379
1963-03-23,295.456696
1963-03-24,289.404999
1963-03-25,285.411438
1963-03-26,295.987915
1963-03-27,287.847900
1963-03-28,282.307617
1963-03-29,288.359070
1963-03-30,291.969757
1963-03-31,284.667694
1963-04-01,277.766937
1963-04-02,279.238739
1963-04-03,282.359619
1963-04-04,294.372101
1963-04-05,288.524078
1963-04-06,297.527466
1963-04-07,299.640015
1963-04-08,286.842590
1963-04-09,282.141174
1963-04-10,290.225250
1963-04-11,288.030518
1963-04-12,292.499054
1963-04-13,293.738861
1963-04-14,288.325348
1963-04-15,280.379028
1963-04-16,291.116394
1963-04-17,294.038910
1963-04-18,291.093445
1963-04-19,294.296692
1963-04-20,297.868988
1963-04-21,292.777100
1963-04-22,289.886902
1963-04-23,291.206299
1963-04-24,291.136749
1963-04-25,298.733673
1963-04-26,297.674255
1963-04-27,294.007233
1963-04-28,294.036163
1963-04-29,296.550659
1963-04-30,294.488647
1963-05-01,300.039856
1963-05-02,302.676086
1963-05-03,301.159607
1963-05-04,300.951141
1963-05-05,299.121979
1963-05-06,291.635101
1963-05-07,293.948944
1963-05-08,296.884155
1963-05-09,292.046936
1963-05-10,300.948700
1963-05-11,303.353516
1963-05-12,300.655640
1963-05-13,298.659698
1963-05-14,294.761444
1963-05-15,295.751190
1963-05-16,289.226105
1963-05-17,292.815643
1963-05-18,296.432770
1963-05-19,295.204773
1963-05-20,288.356323
1963-05-21,290.371399
1963-05-22,296.124207
1963-05-23,291.932037
1963-05-24,294.713409
1963-05-25,298.008148
1963-05-26,301.647888
1963-05-27,298.432648
1963-05-28,295.030151
1963-05-29,300.067932
1963-05-30,301.608887
1963-05-31,301.800995
1963-06-01,296.891388
1963-06-02,293.090820
1963-06-03,295.303375
1963-06-04,291.352356
1963-06-05,299.085754
1963-06-06,294.121948
1963-06-07,291.381500
1963-06-08,291.859344
1963-06-09,295.257019
1963-06-10,298.519440
1963-06-11,300.117065
1963-06-12,303.985962
1963-06-13,302.594269
1963-06-14,304.943542
1963-06-15,302.482117
1963-06-16,303.713806
1963-06-17,306.669952
1963-06-18,306.488403
1963-06-19,303.748444
1963-06-20,304.840912
1963-06-21,305.143158
1963-06-22,304.633026
1963-06-23,304.167603
1963-06-24,303.818726
1963-06-25,305.410278
1963-06-26,306.557037
1963-06-27,299.931030
1963-06-28,298.859406
1963-06-29,297.672119
1963-06-30,298.896729
1963-07-01,300.960876
1963-07-02,305.392700
1963-07-03,303.436188
1963-07-04,299.835297
1963-07-05,298.169159
1963-07-06,301.936951
1963-07-07,300.669647
1963-07-08,304.419189
1963-07-09,304.733307
1963-07-10,302.514709
1963-07-11,302.638000
1963-07-12,299.923492
1963-07-13,297.537415
1963-07-14,298.539429
1963-07-15,297.793793
1963-07-16,294.187744
1963-07-17,299.606293
1963-07-18,301.108002
1963-07-19,300.693726
1963-07-20,300.854340
1963-07-21,302.214203
1963-07-22,305.904266
1963-07-23,302.990021
