time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_pH,SIL_rsi,CAR_ch4,PHY_cyano,PHY_cyano_IN,PHY_cyano_IP,PHY_green,PHY_green_IN,PHY_green_IP,PHY_diatom,PHY_diatom_IN,PHY_diatom_IP
2016-03-30,0.6627,8.14455,0,316.9855,0,0.0077,0.084,5.0813,51.1116,2.989,1.3952,12.5564,2.7903,0.0582,0.5242,1.3591,48.3223,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-03-31,0.4639,9.2001,0,311.9289,0.7129,0,0.071,20.6637,207.8523,12.1551,0.4875,4.3878,0.9751,0.0196,0.1762,0.4568,72.8083,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-01,2.1725,11.18145,0,302.8154,0.6651,0,0.0063,33.0613,332.558,19.4478,0.3611,3.2503,0.7223,0.0507,0.4565,1.1834,45.8519,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-02,1.5412,10.377,0,306.4577,0.6567,0.1739,0.0019,35.5479,357.5703,20.9105,1.3557,12.2009,2.7113,0.0305,0.2743,0.7112,52.0257,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-03,1.0789,7.4007,0,320.6368,0.303,0.0777,0.0175,11.1205,111.8594,6.5415,1.018,9.1623,2.0361,0.0634,0.5703,1.4785,52.0673,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-04,0.7552,8.92095,0,313.2525,0.0726,0.0566,0.0091,41.4539,416.9776,24.3847,0.4544,4.09,0.9089,0.0363,0.3271,0.8479,64.8956,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-05,0.5286,7.2456,0,321.4069,0.299,0.1464,0.0595,37.5755,377.9658,22.1033,1.2264,11.0378,2.4528,0.0803,0.7228,1.8739,82.3011,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-06,0.3701,6.82515,0,323.5125,0.0984,0.0421,0.0463,5.9435,59.7847,3.4962,0.9859,8.873,1.9718,0.0201,0.1812,0.4697,38.5213,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-07,0.9629,7.70355,0,319.1408,0.509,0.065,0,19.2964,194.0992,11.3508,0.5276,4.7485,1.0552,0.0147,0.1324,0.3432,65.2804,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-08,0.674,6.40395,0,325.6465,0.4694,0.099,0.0116,15.8415,159.3471,9.3185,1.2145,10.9301,2.4289,-3.00E-04,-0.0031,-0.0081,76.3212,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-09,0.5031,4.5348,0,335.4206,0.2664,0.0205,0.0365,56.5298,568.6233,33.2528,0.8108,7.2975,1.6217,-0.0011,-0.0099,-0.0255,64.2968,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-10,0.3522,4.9611,0,333.1467,0.3717,0.0954,0.0345,15.3226,154.1275,9.0133,1.1439,10.2951,2.2878,0.0271,0.2437,0.6319,35.8195,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-11,0.2465,7.62885,0,319.5084,0.2761,0.1484,0.0131,39.9196,401.544,23.4821,0.559,5.0312,1.1181,0.0097,0.087,0.2256,70.4924,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-12,0.1726,9.1209,0,312.3034,0.4023,0.1244,0.058,50.8318,511.3085,29.9011,0.6316,5.6846,1.2632,0.0372,0.335,0.8684,33.4462,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-13,0.1208,8.31525,0,316.1577,0.8101,0,0.0379,28.9631,291.3349,17.0371,0.3462,3.116,0.6924,0.0204,0.1838,0.4766,62.3988,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-14,0.0846,8.9298,0,313.2101,0.7522,0.088,0.0034,14.7498,148.3652,8.6763,0.2634,2.3707,0.5268,0.0022,0.0202,0.0522,59.567,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-15,0.0592,9.31185,0,311.4021,0.5563,0.0738,0,29.1618,293.3334,17.154,0.9355,8.4199,1.8711,0,0,0,71.2763,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-16,0.0414,10.0698,0,307.8693,0.2325,0.1104,0.0509,14.663,147.4929,8.6253,1.2463,11.2164,2.4925,0.0066,0.0592,0.1536,56.12,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-17,0.029,11.7393,0,300.3338,0.48,0.0462,0.0785,18.6478,187.5753,10.9693,1.2757,11.4815,2.5515,0.0288,0.2593,0.6721,90.5922,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-18,0.0203,13.6974,0,291.9053,0.5322,0.0407,0.1377,28.1235,282.889,16.5432,0.8685,7.8164,1.737,0.0428,0.3856,0.9997,59.0804,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-19,0.0142,15.08115,0,286.1997,0.516,0.0045,0,46.3383,466.109,27.2578,0.4007,3.6059,0.8013,0.0238,0.2141,0.5551,65.9294,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-20,0.0099,14.6172,0,288.0903,0.691,0.0294,0.0997,46.1375,464.0885,27.1397,1.077,9.6928,2.1539,0.0567,0.51,1.3222,104.5053,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-21,0.007,15.0039,0,286.5128,0.0992,0.1396,0,21.578,217.0488,12.6929,0.4819,4.3373,0.9638,0.0351,0.316,0.8193,47.5552,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-22,3.6969,14.802,0,287.3343,0.0819,0.0292,0.0697,3.9398,39.6296,2.3175,1.1427,10.2847,2.2855,0.0518,0.4658,1.2076,59.5414,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-23,2.5878,14.5443,0,288.3891,0.419,0.045,0.076,47.1661,474.4358,27.7448,0.2575,2.3173,0.5149,0.0112,0.1004,0.2604,42.2305,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-24,1.8115,14.4753,0,288.6729,0.636,0.198,0,29.5658,297.3967,17.3916,-0.2144,-1.9296,-0.4288,0.0616,0.554,1.4362,39.8984,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-25,1.268,16.09935,0,282.1267,0.6164,0.1481,0.0413,22.9314,230.6626,13.489,0.4802,4.3221,0.9605,0.0106,0.0951,0.2465,56.7711,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-26,0.8876,17.76585,0,275.6803,0.4028,0,0.0989,52.5784,528.8768,30.9285,0.2074,1.8668,0.4148,0.0453,0.4081,1.0581,63.2504,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-27,1.2646,18.50415,0,272.9072,0.2473,0.0809,0.1004,12.3919,124.648,7.2894,1.4399,12.959,2.8798,0.0503,0.4524,1.173,63.4331,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-28,1.2822,18.8283,0,271.7058,0.3529,0.0816,0.063,11.5057,115.7341,6.7681,0.4694,4.2247,0.9388,0.0073,0.0654,0.1696,49.2281,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-29,1.4741,19.1556,0,270.5019,0.7706,0.1463,0.036,70.1672,705.7995,41.2748,0.6919,6.2274,1.3839,0.0425,0.3821,0.9907,35.9068,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-04-30,1.1027,17.2224,0,277.7535,0.8536,0.0981,0.0682,11.1875,112.5333,6.5809,0.8195,7.3755,1.639,0.0413,0.372,0.9644,67.0726,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-01,5.4814,16.3863,0,280.9979,0.883,0.0661,0.0028,26.9827,271.4137,15.8721,0.4271,3.8436,0.8541,0.0791,0.7123,1.8467,54.1603,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-02,6.7167,18.15555,0,274.2101,0.4635,0.0963,0.0049,43.2339,434.8817,25.4317,0.5768,5.191,1.1535,0.0114,0.1022,0.2649,68.0618,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-03,5.2428,18.07275,0,274.5212,1.1342,0,0.0202,39.9857,402.2094,23.521,0.8233,7.4101,1.6467,0.0138,0.124,0.3216,17.1518,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-04,3.67,16.87575,0,279.0901,0.4086,0.0537,0,5.7158,57.4946,3.3623,0.0461,0.4146,0.0921,0,0,0,70.7023,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-05,7.0126,14.38875,0,289.0295,0.5339,0.0513,0.0395,26.4359,265.9139,15.5505,0.6858,6.1723,1.3716,0.0412,0.3704,0.9604,81.4809,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-06,5.3074,13.63125,0,292.1832,0,0.1233,0.0307,38.9574,391.8654,22.9161,1.9228,17.3056,3.8457,0.0254,0.2288,0.5931,45.8117,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-07,3.7152,14.63325,0,288.0243,0.3839,0.1325,0.0697,38.4791,387.0543,22.6348,0.9937,8.943,1.9873,0.0143,0.1289,0.3342,61.6545,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-08,2.6006,15.6696,0,283.8333,0.3791,0.0972,0.0024,63.211,635.8287,37.183,0.3327,2.9941,0.6654,-1.00E-04,-6.00E-04,-0.0017,50.6273,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-09,1.8204,15.85965,0,283.0761,0.4561,0.1198,0.111,26.4366,265.9209,15.5509,1.2546,11.2913,2.5092,0.0114,0.1026,0.2661,49.0215,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-10,1.6888,16.70595,0,279.7494,0,0,0.0357,15.7577,158.5038,9.2692,0.2835,2.5512,0.5669,7.00E-04,0.0065,0.0168,77.4613,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-11,2.0069,17.34435,0,277.2855,0.1059,0.0509,0.0267,27.2024,273.624,16.0014,2.0254,18.2286,4.0508,0.0428,0.3848,0.9975,71.6063,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-12,1.6198,18.53595,0,272.7892,0.3105,0.0784,0.0288,10.2145,102.7461,6.0085,0.8987,8.0882,1.7974,0.0583,0.5251,1.3615,57.0874,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-13,1.1984,18.6504,0,272.3638,0.2863,0.0926,0.0475,29.716,298.9079,17.48,1.2328,11.0953,2.4656,0.034,0.3059,0.7932,58.094,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-14,0.8412,17.22285,0,277.7517,0.3222,0.1214,0.0184,15.8022,158.9513,9.2954,1.4398,12.9586,2.8797,0.0188,0.1694,0.4391,62.6262,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-15,0.5889,14.244,0,289.6271,0.385,0.1705,0.1053,20.9935,211.1698,12.3491,1.2823,11.5409,2.5646,-0.0032,-0.0284,-0.0737,65.7716,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-16,0.4122,13.9128,0,291.0038,0.2652,0.167,0.0349,30.1185,302.957,17.7168,0.751,6.759,1.502,-0.001,-0.0094,-0.0244,41.8126,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-17,0.3185,14.5716,0,288.2774,0.2953,0,0.01,21.3123,214.3765,12.5366,0.8439,7.5955,1.6879,0.0786,0.7075,1.8342,38.6184,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-18,0.2229,14.0322,0,290.5063,0.2739,0.1149,0,35.6406,358.502,20.965,1.0818,9.7365,2.1637,0.0571,0.5142,1.3332,51.049,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-19,0.1561,14.3037,0,289.3803,0.959,0.1013,0.0131,33.4504,336.4713,19.6767,0.2814,2.5325,0.5628,0.0299,0.2692,0.698,69.1087,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-20,0.1092,14.2848,0,289.4584,0.6792,0.0675,0.0249,21.4537,215.799,12.6198,0.6398,5.7578,1.2795,-7.00E-04,-0.0067,-0.0174,60.7811,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-21,0.0895,14.80605,0,287.3178,0.1092,0.1194,0.1406,0,0,0,1.0386,9.3474,2.0772,-0.0013,-0.0118,-0.0306,82.4016,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-22,0.0782,14.7777,0,287.4338,0.2305,0.1475,0,16.3371,164.3323,9.6101,1.8534,16.6802,3.7067,0.0488,0.4394,1.1392,80.4629,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-23,0.0654,14.92005,0,286.8537,0.2103,0.0357,0,26.4503,266.0594,15.559,0.4567,4.1107,0.9135,0,0,0,59.0879,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-24,0.0458,16.38105,0,281.0181,0.4313,0.0542,0.0819,19.8517,199.6847,11.6775,0.6847,6.1627,1.3695,0.054,0.486,1.26,47.6294,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-25,0.0353,18.3321,0,273.5494,0.1485,0.0473,0.0738,22.5396,226.7215,13.2586,0.9416,8.474,1.8831,0.0489,0.4402,1.1413,35.5338,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-26,0.0288,20.3517,0,266.1824,0.3669,0.0989,0,10.7552,108.1848,6.3266,0.8512,7.6605,1.7023,0.057,0.5127,1.3293,54.3639,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-27,0.0202,22.19145,0,259.7732,0.524,0.1206,0.0892,51.541,518.442,30.3182,0.5067,4.56,1.0133,-0.0027,-0.0241,-0.0625,32.8238,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-28,0.0141,23.1648,0,256.4916,0.2681,0.0655,0.0982,43.8552,441.1315,25.7972,2.1707,19.5359,4.3413,-0.0029,-0.0265,-0.0687,47.0681,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-29,0.0099,21.9012,0,260.7658,1.1488,0.0853,0.0418,36.702,369.1793,21.5894,0.7068,6.3613,1.4136,-0.0013,-0.0113,-0.0292,33.7461,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-30,0.0069,22.1868,0,259.7887,0.38,0.0685,0.0356,38.1867,384.1137,22.4628,1.7314,15.5827,3.4628,0.0469,0.4217,1.0932,65.5977,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-05-31,0.0048,23.58225,0,255.107,0.3702,0.1653,0.0883,0,0,0,0.492,4.4278,0.984,0.0459,0.4134,1.0717,46.9692,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-01,0.0034,24.4287,0,252.3386,0.2089,0.0699,0,47.5261,478.0562,27.9565,0.6971,6.2738,1.3942,0.0432,0.3887,1.0076,51.1291,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-02,0.0024,24.7983,0,251.1466,0.8549,0.0714,0.0659,31.8445,320.3177,18.732,0.1343,1.2091,0.2687,0.0652,0.5869,1.5217,53.8776,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-03,0.0017,24.8439,0,251.0002,0.7045,0.0562,0,32.3611,325.5143,19.0359,0.5646,5.0812,1.1292,0.0296,0.2662,0.6902,44.436,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-04,0.0012,25.15875,0,249.9934,0.8577,0.1405,0.0113,23.6941,238.3351,13.9377,0.5155,4.6392,1.0309,0.0196,0.1763,0.457,63.2562,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-05,8.00E-04,25.0428,0,250.3633,0.3982,0.0485,0.1052,20.5104,206.3102,12.0649,0.5676,5.1087,1.1353,0.0095,0.0857,0.2223,69.4872,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-06,6.00E-04,24.1938,0,253.1018,0.3998,0.1277,0.0864,37.7493,379.7137,22.2055,0.3527,3.1741,0.7054,0.0032,0.029,0.0751,48.4474,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-07,4.00E-04,23.3229,0,255.9655,0.6769,0.0907,0.1603,23.2828,234.1972,13.6957,0.43,3.8697,0.8599,0.0483,0.4346,1.1267,36.7793,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-08,3.00E-04,20.5833,0,265.3603,0.7445,0.0594,0.0948,48.7904,490.7738,28.7002,0.7283,6.5545,1.4566,-0.0026,-0.0231,-0.0599,57.3529,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-09,2.00E-04,19.97805,0,267.5184,0.5657,0.1318,0.0976,15.6272,157.1914,9.1925,1.6077,14.4695,3.2154,0.0254,0.2284,0.5922,43.1394,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-10,1.00E-04,21.48855,0,262.1891,0.6927,0.0696,0.091,4.2144,42.3916,2.479,1.2837,11.5535,2.5674,0.0049,0.0441,0.1144,58.5957,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-11,1.00E-04,23.3937,0,255.7306,0.1199,0.1081,0.0497,43.6046,438.6115,25.6498,0.651,5.8589,1.302,0.0328,0.2956,0.7662,72.2451,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-12,1.00E-04,24.12285,0,253.3329,0.1102,0,0.0283,24.5134,246.5757,14.4196,0.6841,6.1565,1.3681,0.0492,0.4426,1.1474,58.4427,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-13,0,21.642,0,261.6583,0.1474,0.0922,0.0877,16.139,162.3395,9.4935,0.8139,7.3253,1.6278,0.025,0.2248,0.5828,11.5983,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-14,0,22.23045,0,259.6401,0.1705,0.1082,0.0274,29.0919,292.6301,17.1129,0.6737,6.0637,1.3475,0.0546,0.4917,1.2747,40.3579,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-15,0.0802,22.8975,0,257.3856,0.167,0.1475,0.0231,9.9231,99.8143,5.8371,0.7823,7.0405,1.5646,0.0504,0.4533,1.1752,78.2029,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-16,0.22,24.41835,0,252.3725,0.8139,0.146,0.0391,18.5163,186.2518,10.8919,0.8667,7.8006,1.7335,0.0127,0.1144,0.2967,50.6592,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-17,0.1773,23.8053,0,254.3722,0.0049,0.0276,0.0544,34.9009,351.0623,20.53,0.4397,3.9576,0.8795,0.0089,0.0801,0.2077,72.2758,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-18,0.1241,23.169,0,256.4776,0.6078,0.0857,0.0263,42.6304,428.8117,25.0767,0.7151,6.436,1.4302,0.0469,0.4223,1.0949,45.945,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-19,0.0869,22.8996,0,257.3787,0.0781,0.1051,0.0951,31.5577,317.4333,18.5634,0.8813,7.9321,1.7627,0.0741,0.6673,1.7299,62.2601,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-20,0.0608,23.94225,0,253.9232,0.5176,0.0886,0.0422,39.1673,393.9772,23.0396,0.0684,0.6159,0.1369,0.0529,0.4762,1.2345,51.3205,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-21,0.0426,24.7764,0,251.2169,0.3196,0.0427,0.0118,11.1496,112.1522,6.5586,0.2092,1.8826,0.4184,0.0602,0.5419,1.405,62.3778,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-22,0.0298,23.9961,0,253.7468,0.5367,0.207,0.0287,16.7147,168.1302,9.8322,0.7475,6.7272,1.4949,0.0221,0.1992,0.5164,59.1306,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-23,0.0209,23.18715,0,256.4172,0.3558,0.0031,0.002,6.1374,61.7349,3.6102,1.3989,12.59,2.7978,0.0224,0.2016,0.5227,56.7203,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-24,0.0146,23.44935,0,255.5462,0,0.049,0.0464,50.7673,510.6596,29.8631,1.2199,10.9794,2.4399,0.0586,0.5272,1.3668,58.4416,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-25,0.0102,23.9961,0,253.7468,0.5727,0.1228,0.0486,47.5734,478.5321,27.9843,1.1898,10.7082,2.3796,0.0465,0.4185,1.085,32.5773,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-26,0.0072,24.4893,0,252.1423,0,0,0.0561,31.3399,315.2422,18.4352,0.4521,4.0692,0.9043,-0.0017,-0.0151,-0.0393,38.2265,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-27,0.005,25.04535,0,250.3553,0.4787,0,0.0798,33.0613,332.558,19.4478,1.1424,10.2815,2.2848,0.0134,0.121,0.3138,39.4778,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-28,0.0035,25.4967,0,248.9206,0.3108,0.1168,0.067,34.604,348.0759,20.3553,1.3066,11.7597,2.6133,-0.0017,-0.0156,-0.0404,66.9783,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-29,0.0025,24.95025,0,250.6591,0.464,0.066,0.0894,0,0,0,0.1807,1.6267,0.3615,0.0188,0.1696,0.4397,77.5584,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-06-30,0.0017,24.17205,0,253.1725,0,0.1094,0.0415,32.4749,326.6588,19.1029,1.0544,9.4896,2.1088,0.0083,0.0748,0.1939,79.132,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-01,0.0012,25.30965,0,249.5133,0.1413,0.1668,0.055,17.7895,178.9415,10.4644,0.6909,6.2183,1.3818,0.0158,0.1419,0.3679,78.3672,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-02,8.00E-04,25.39185,0,249.2526,0.7504,0.0946,0.0202,19.1224,192.3492,11.2485,0.752,6.7677,1.5039,0.0188,0.1696,0.4397,53.9314,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-03,6.00E-04,24.18585,0,253.1277,0.5586,0.1116,0.0446,41.9931,422.401,24.7018,0.9421,8.479,1.8842,0.0164,0.1472,0.3816,60.7451,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-04,4.00E-04,23.5113,0,255.3414,0.253,0,0.0211,24.3263,244.6941,14.3096,1.3355,12.0194,2.671,0.0633,0.5694,1.4762,54.8628,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-05,3.00E-04,24.7353,0,251.3491,0.3667,0.0564,0.0252,30.8207,310.0196,18.1298,0.8977,8.0794,1.7954,0.0473,0.4259,1.1042,46.6664,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-06,2.00E-04,25.6794,0,248.3441,0.5653,0.0812,0.0762,7.3038,73.4673,4.2963,0.3756,3.3803,0.7512,0.0355,0.3199,0.8294,66.7835,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-07,0.956,25.6263,0,248.5116,0,0.0205,0.0841,31.9372,321.2503,18.7866,1.294,11.646,2.588,0.0357,0.3213,0.833,82.9802,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-08,2.6786,25.00245,0,250.4922,0.4822,0.1071,0.0464,5.7011,57.3465,3.3536,1.6994,15.2948,3.3988,-0.0014,-0.0125,-0.0325,57.7953,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-09,1.875,25.23165,0,249.7611,0.5953,0.0441,0.0705,47.8833,481.6501,28.1667,0.2946,2.6512,0.5892,0.0492,0.443,1.1486,63.5439,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-10,1.3125,25.04175,0,250.3668,0.4437,0.1047,0.0212,42.7498,430.013,25.147,1.3551,12.1959,2.7102,0.0519,0.4675,1.2121,57.9939,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-11,1.0221,25.44765,0,249.0758,0.3865,0.1734,0.043,24.5241,246.6839,14.426,1.2521,11.269,2.5042,0.0287,0.2585,0.6702,66.5286,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-12,7.3918,25.9341,0,247.5442,0.1834,0.0417,0,37.5275,377.4824,22.075,1.0101,9.0913,2.0203,0.0639,0.5753,1.4915,81.6665,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-13,6.0816,26.1576,0,246.8457,0.0315,0.0207,0.0148,18.6564,187.6619,10.9744,0.3523,3.1703,0.7045,0.0071,0.0639,0.1656,35.9292,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-14,4.2571,26.86965,0,244.6441,0.2131,0,0.0738,21.2878,214.1299,12.5222,1.1745,10.5702,2.3489,-0.0022,-0.0199,-0.0516,62.4658,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-15,2.98,27.0456,0,244.1052,0.119,0.0926,0.0179,20.2144,203.3332,11.8908,0.2757,2.4814,0.5514,0.0488,0.439,1.1381,48.3308,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-16,2.0931,26.69805,0,245.1713,0.1977,0.1011,0.1059,16.6908,167.8899,9.8181,0.1259,1.1329,0.2518,0.0604,0.5438,1.4097,65.2421,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-17,1.4651,27.07275,0,244.0221,0.0501,0.0852,0.0538,46.5064,467.7994,27.3567,0.5474,4.9266,1.0948,0.0456,0.4104,1.064,78.1928,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-18,1.2253,28.07745,0,240.9863,0.2161,0.081,0.0017,22.2593,223.9021,13.0937,0.8866,7.9792,1.7732,0.0424,0.3814,0.9887,46.4149,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-19,0.8577,27.7119,0,242.0835,0.151,0.1587,0,15.6891,157.8138,9.2289,1.0905,9.8145,2.181,0.0205,0.1849,0.4795,68.5601,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-20,0.6004,27.13455,0,243.8337,0.3267,0.1072,0,22.2965,224.2767,13.1156,0.4814,4.3327,0.9628,0.0307,0.276,0.7157,68.2388,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-21,0.4203,27.0945,0,243.9558,0.2452,0.111,0,13.6797,137.6021,8.0469,1.7371,15.6343,3.4743,0.0255,0.2295,0.5951,69.6243,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2016-07-22,0.2942,27.72975,0,242.0298,0.6536,0.0145,0.0444,13.5996,136.7964,7.9998,0.7498,6.7486,1.4997,0.0014,0.0125,0.0324,71.79,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
